,review,sentiments,word_count,clean_review,polarity
367,"It is light, easy to use, and has very clear reception and transmission.",1,13,light easi use clear recept,0.25
368,"bad fit, way too big.",0,5,bad fit way big,-0.09999999999999994
369,It definitely was not as good as my S11.,1,9,definit good,0.7
370,awesome device.,1,2,awesom devic,0.0
371,Waste of money.,0,3,wast money,0.0
372,"I had ordered a motorola data cable, got a very well finished and working product.",1,15,order motorola data cabl got well finish work product,0.0
373,Love This Phone.,1,3,love phone,0.5
374,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,20,look headset long time got happier,-0.05
375,"I'll be drivng along, and my headset starts ringing for no reason.",0,12,along headset start ring reason,0.0
376,Display is excellent and camera is as good as any from that year.,1,13,display excel camera good year,0.7
377,Battery life is also great!,1,5,batteri life also great,0.8
378,The worst phone I've ever had.... Only had it for a few months.,0,13,worst phone ever month,-1.0
379,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,19,good item work start problem auto revers player,0.7
380,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,20,also ear hurt tri push ear plug ear,0.0
381,Protects the phone on all sides.,1,6,phone side,0.0
382,This is a VERY average phone with bad battery life that operates on a weak network.,0,16,averag phone bad batteri life weak network,-0.5374999999999999
383,"Clear Skype Calls, Long Battery Life, Long Range.",1,8,clear skype call long batteri life long rang,4.625929269271485e-18
384,Soyo technology sucks.,0,3,technolog suck,0.0
385,Great Hands Free Device.,1,4,great hand free devic,0.6000000000000001
386,"you can even take self portraits with the outside (exterior) display, very cool.",1,13,even take self outsid display cool,0.35
387,Same problem as others have mentioned.,0,6,problem other,-0.125
388,After trying many many handsfree gadgets this is the one that finally works well.,1,14,tri mani mani handsfre one final work well,0.0
389,Magical Help.,1,2,help,0.0
390,The worst piece of crap ever along with the Verizon customer service.,0,12,worst piec crap ever along verizon custom servic,-0.9
391,Poor sound quality.,0,3,poor sound qualiti,0.0
392,The best phone in market :).,1,6,best phone market,1.0
393,It worked very well.,1,4,work well,0.0
394,The company shipped my product very promptly and it works well.,1,11,compani ship product promptli work well,0.0
395,Exactly what I wanted.,1,4,exactli want,0.0
396,The picture resolution is far below what other comparably-priced phones are offering today.,0,13,pictur resolut far price phone today,0.1
397,This is a great deal.,1,5,great deal,0.8
398,This is a great deal.,1,5,great deal,0.8
399,"Excellent product, I am very satisfied with the purchase.",1,9,excel product satisfi purchas,0.0
400,I highly recommend these and encourage people to give them a try.,1,12,highli recommend peopl give tri,0.0
401,Better than you'd expect.,1,4,better expect,0.5
402,"Using all earpieces, left or right, this thing will not stay on my ear.",0,14,use earpiec left right thing stay ear,0.14285714285714285
403,Great product and price.,1,4,great product price,0.8
404,"Sounds good reasonably priced and effective, Its that simple !",1,10,sound good reason price effect simpl,0.55
405,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,14,still wait sure item would work well ever,0.5
406,what a disappointment,0,3,disappoint,0.0
407,Very prompt service.,1,3,prompt servic,0.0
408,Excellent product for the price.,1,5,excel product price,0.0
409,Excellent product for the price.,1,5,excel product price,0.0
410,Very pleased with this headset.,1,5,plea headset,0.0
411,don't waste your money and time.,0,6,wast money time,0.0
412,I especially love the long battery life.,1,7,especi love long batteri life,0.225
413,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,24,stupid keep buy new charger car charger headphon car everi time new phone come,-0.17575757575757575
414,Plantronics Bluetooth Excelent Buy.,1,4,plantron bluetooth buy,0.0
415,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,21,came verizon cell phone first thing notic realli bad servic,-0.22499999999999992
416,I'll be looking for a new earpiece.,0,7,look new earpiec,0.13636363636363635
417,I highly recommend this device to everyone!,1,7,highli recommend devic everyon,0.0
418,Jawbone Era is awesome too!,1,5,jawbon era awesom,0.0
419,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,26,receiv white color batteri goe dead coupl origin use last week still last longer,-0.05
420,After a year the battery went completely dead on my headset.,0,11,year batteri went complet dead headset,-0.2
421,"I have used several phone in two years, but this one is the best.",1,14,use sever phone two year one best,1.0
422,An Awesome New Look For Fall 2000!.,1,7,awesom new look fall,0.13636363636363635
423,This is the first phone I've had that has been so cheaply made.,0,13,first phone cheapli made,0.25
424,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,16,att clear sound distort talk,0.25
425,The plastic breaks really easy on this clip.,0,8,plastic break realli easi clip,0.0
426,Price is good too.,1,4,price good,0.7
427,Don't make the same mistake I did.,0,7,make mistak,0.0
428,Oh and I forgot to also mention the weird color effect it has on your phone.,0,16,oh forgot also mention weird color effect phone,-0.5
429,I'm using it with an iriver SPINN (with case) and it fits fine.,1,13,use case fit fine,0.4083333333333333
430,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,15,also area unit broke,0.0
431,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,20,overal phone contact get great recept,0.8
432,"every thing on phone work perfectly, she like it.",1,9,everi thing phone work perfectli like,0.0
433,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,19,anoth note phone appear realli look rather bland especi black model,-0.16666666666666666
434,IT'S REALLY EASY.,1,3,realli easi,0.0
435,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,12,drop without effect,0.0
436,Fantastic earphones.,1,2,fantast,0.0
437,It finds my cell phone right away when I enter the car.,1,12,find cell phone right away enter car,0.2857142857142857
438,Low Quality.,0,2,low qualiti,0.0
439,I highly recommend this modest priced cellular phone.,1,8,highli recommend modest price phone,0.1
440,But it does get better reception and clarity than any phone I've had before.,1,14,get better recept clariti phone,0.5
441,Warning - Stay away.,0,4,warn stay away,0.0
442,I wish I could return the unit and get back my money.,0,12,wish could return unit get back money,0.0
443,Awsome Device Works Great!!.,1,4,devic work great,0.8
444,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,21,use talk hour batteri would liter die,0.0
445,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,22,find bad unit come one would recommend anyon,-0.6999999999999998
446,Very Displeased.,0,2,,0.0
447,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,20,might gotten would buy built qualiti alon,0.0
448,They made this case too small and is very difficult to install.,0,12,made case small difficult instal,-0.375
449,Restored my phone to like new performance.,1,7,phone like new perform,0.13636363636363635
450,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,18,would recommend purchas jabra seri work flawlessli moto q go figur,0.0
451,"I searched the Internet, and found this one to be the best value.",1,13,internet found one best valu,1.0
452,Does not fit.,0,3,fit,0.4
453,Does not fit.,0,3,fit,0.4
454,Very happy with this product.,1,5,happi product,0.0
455,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,20,screen size big key well enough camera qualiti excel camera phone,0.0
456,There's really nothing bad I can say about this headset.,0,10,realli noth bad say headset,-0.6999999999999998
457,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,17,glad found product amazon hard find high price,0.12277777777777776
458,Portable and it works.,1,4,work,0.0
459,"My colleague & I now get great reception.A little expensive, but performance is great.",1,14,get great recept littl expens perform great,0.8
460,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,29,even fulli charg went turn blue tooth fi notic left,0.0
461,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,22,also problem phone read memori card alway turn,0.0
462,Not good when wearing a hat or sunglasses.,0,8,good wear sunglass,0.7
463,Timely shipment and quality product.,1,5,time qualiti product,0.0
464,Nice solid keyboard.,1,3,nice solid keyboard,0.3
465,Very well made and fits my Surefire GX2 perfectly.,1,9,well made fit perfectli,0.4
466,Horrible phone.,0,2,horribl phone,0.0
467,BT50 battery junk!.,0,3,bt batteri junk,0.0
468,We would recommend these to others.,1,6,would recommend other,-0.125
469,Cant get the software to work with my computer.,0,9,cant get softwar work comput,0.0
470,Disappointed!.,0,1,disappoint,0.0
471,poor voice clarity.,0,3,poor voic clariti,-0.4
472,The battery works great!,1,4,batteri work great,0.8
473,No buyers remorse on this one!.,0,6,one,0.0
474,Very disappointed in AccessoryOne.,0,4,disappoint,0.0
475,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,16,find probabl return phone perhap chang,0.0
476,"Looks great and is strong.""",1,5,look great strong,0.6166666666666667
477,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,18,servic year pretti happi,0.0
